Question,Labels,Annotation Type
السلام عليكم انا يوم كنت صغير كنت مصاب بالربو الخفيف المتقطع وتحسنت مع تقدم عمري الى اني قبل سبع شهور اصبت بنوبة هلع وبعدها شخصني الدكتور بالربو الخفيف المزمن هل يمكن ان ينزل درجة الربو من الخفيف المزمن الى المتقطع مثل ماكنت صغير وهل يوجد علاقة بين نوبات الهلع والربو؟؟,['No'],Pseudo-labeling
"اعاني من عدم ثقه بالنفس
قلق شديد
خوف شديد
انعزال عن الاخرين
تشتت اثناء الحديث",['No'],Pseudo-labeling
سلام عليكم ورحمة الله وبركاته. هل دواء فلوكسيتين يعالج الارق واضطراب النوم مزمن؟,['No'],Pseudo-labeling
من كنت صغيرة كنت أخذ صور مو أخلاقية لشخص أعرفه بعدين من صار عمري 12 كنت أشاهد اشياء بسيطه وكل ما ازيد العمر والوقت يمر صرت بهذا عمري أشاهد إباحي أكثر من مره صار عندي فترة كئابه وصرت اجرح نفسي بالسكين و كرهت نفسي صار عندي خمول وكسل صرت أكره كل الناس الي محيطين الي,['Social|Relationship'],Pseudo-labeling
"عدم الاهتمام بالاشخاص القريبين
اهمال النظافة الشخصية
تغير في المزاج
اظطراب الحالة المزاجية
نسيان الاحداث الهامة
اصدار اصوات غريبة",['Social|Relationship'],Pseudo-labeling
اناحامل في الشهرالخامس واعاني من القلون العصبي ومن الاكتئاب ولازم استخدم حبوب دومجاتيل هل فيهاضرر,['No'],Pseudo-labeling
حاولت أنهي حياتي مرتين منذ سنوات وحتى الان افكر بالموت والهروب من كل شي كل شي متوفر لي الا اني تعيسه جداً,['No'],Pseudo-labeling
أعاني من كوابيس مستمره ماتقطع ابداً,['No'],Pseudo-labeling
اصابتني نوبةهلع اثناء التدخين منذ اربع سنوات وتكررت بعدها ثم اصبحت لا استطيع التدخين لشدةالكتمةوضيق التنفس كنت مصاب قبل ذلك باضطراب القلق العام الان مشكلتي تطورت اصبحت اصاب بضيق التنفس عند التدخين واكتآب اجريت عدد من الفحوصات وكانت في الغالب سليمةلااعلم المشكلةعضويةام نفسيةوانامقبل على الزواج عمر٢٤,['No'],Pseudo-labeling
"اختي تعاني من الOCD منذ عدة سنين والان عمرها 17 واهلي يرفضون الاعتراف بذلك اواللجوء الى مساعدة طبيب. كيف لي أن اساعدها واقدم لها العلاج السلوكي في المنزل؟
وهل الضغط الحاد عليها او اجبارها على ترك عاداتها بمدة معينة او خسارة شئ تحبة (كالدراسة مثلا) مفيد؟",['No'],Pseudo-labeling
جتني فترة انعزلت فيها و صرت اتكلم مع نفسي و كاني اكلم صديقاتي و كانهم موجودين,['Social|Relationship'],Pseudo-labeling
توقفت عن استخدام ادوية مضادات الاكتئاب بصورة مفاجئة دون تدريج والان اغاني من اعراض الانسحاب : صعقات كهربائية صداع شديد اشعر بنبض براسي ارق وكوابيس…الخ ، ما الذي علي فعله كَي اتحسن وتذهب هذه الاعراض ؟! هل اعيد استخدام الادوية التي قطعتها مرة اخرى ام هناك ادوية لهذه الاعراض,['No'],Pseudo-labeling
اكرر الاغاني والمحادثات طول الوقت بدون توقف داخل نفسي واحس احيانا اني بحلم واحيانا وعندي هلوسة فكريه في مرحلة ماقبل النوم وبعده,['No'],Pseudo-labeling
اشعر عند كل مره اخرج فيها من المنزل بصداع شديد واحيانا غثيان قوي ما السبب الذي يسبب ذلك عند خروجي من المنزل علما اني انطوائيه ومعتاده على المنزل هل ممكن ان يكون هو السبب؟,['No'],Pseudo-labeling
بحياتي ظلمت ناس اقارب لما كان عمري ١٦ لما بابا توفى وهما ما نسيو وكرهوني قبل شهر عمي زعلني وجرحني وانا نشرت رقمو ع الفيس وهو عرف وما حكا معي بس بنظر علي نظرات بتخوفني الأن ما حدا بصدقني يعني لما يصير مشكلة معي دائما بفكرني انا سببها وامي متلهم انا بصير معي مشاكل وما حدا بوقف معي,['Social|Relationship'],Pseudo-labeling
دائما مزاجي غير جيد اشعر بالام في ظهري وراسي من غير سبب وايضا قرأت اعراض السخصية الحدية ووجدت جميعها عندي باستثناء الخوف من الانعزال وايضا كل المسببات حدثت لي ما العمل؟,['No'],Pseudo-labeling
"لدي شك انني مصاب بانفصام الشخصية و بدأ الامر معي عام 2014 .
اعاني من الادمان على تدخين الحشيش منذ عام 2005 الى يومنا هذا و قد حاولت بكل الطرق الطبية و لم انجح .
اريد فقط التأكد من حالتي.",['No'],Pseudo-labeling
مرحبا أرى ان الحياة سوداء وأعاني من ضيق شديد وافكار سلبية وتفكير متعمق بالتفاصيل وقلة الطاقة بالجسم والتعب والكثير من هكذا أمور من هذا الامر أكثر من 3 اعوام ولقد وصلت لمرحلة التفكير بالانتحار وارى ان الموت أجمل وان الحياة لا تستحق ان أعيش بها هل اعاني من أكتئاب ويجب علي الذهاب الى الطبيب؟,['No'],Pseudo-labeling
"حامل عندي حالة هلع ووسواس موت وقلق ووصف لي الطبيب باروكسات ٢٠،،لي شهر او اكثر على الدواء ..لكن الغريب ان الدواء لم ينفعني مثل قبل الحمل ولم يخفف شي من الأعراض ..هل يعني ان الحمل يضعف مفعول الدواء؟؟
ام ان هذا يعني عندي مشكلات صحيه تناقض مفعول الدواء ؟",['No'],Pseudo-labeling
التجول بلا هدف في المنزل اثناء سماع الاغاني و السرحان، التلاهي عن الحياة الروتينية نتيجة لذلك (تحت مسمي الكسل) كا التلاهي عن تناول الطعام لفترات كبيرة (قد تطول المدة الي يوم كامل)، الاستحمام، الخروج من المنزل، الواجبات التي يجب القيام بها. هل قد يكون السبب نفسي ام جسدي؟,['No'],Pseudo-labeling
والدتي تقول ان الناس تشيراليهافي العمل والشارع وتتكلم عنهاوهذادفعهالأن تتشاجرمعهم وتذهب لعوائلهم لتخبرهم انهم يشيرون اليهاوفي الحقيقةلااحدينظراليهالكنهاتعودحزينةوتبكي وأنهاتشاجرت مع اختي لانهاتعتقدكذلك انهاتشيراليها وترفض الذهاب الى الطبيب النفسي بدعوى انهاليست مجنونةوالدتنامريضةسكروكذلك والدنامتوفي,['Social|Relationship'],Pseudo-labeling
كنت اواجه مشاكل نفسية كتير الفترة الماضية يلي صار انو هلأ عم احس انو نفسي اضرب الحيط او المكتب او اجرح حالي بعدين بقعد ابكي بعدين برتاح نفسيا الي ١٠ اشهر ع هي الحالة و اضافة انو عم احس عالاقل كل اسبوع انو قلبي عم يدق بسرعة بدون ما اعمل جهد,['No'],Pseudo-labeling
في بعض الفترات ينتابني شعور شديد بالحركة، فا حينها اضع السماعات في اذني واتجول في المنزل بلا هدف متخيلة عالم اخر، هذا الوضع كان مصاحبا لي منذ ان كنت صغيرة لكن أصبح يؤثر بشكل كبير علي حياتي مؤخرا، خاصة قدرتي على المذاكرة ، فهل يجب استشارة طبيب حول ذلك ام ان هذا طبيعي نتيجة لصغر سني ؟,['No'],Pseudo-labeling
انا مش بعرف اتكلم كويس يعني مثلا لما حد يتكلم معايا بقول كلام مبيتفهمش او كلام ملهوش علاقة باللي بيتكلم عنه وافكارمش منظمة وطريقة تفكيري غريبة انا كنت كويس من حوالي سنتين بس دلوقتي لا بالمناسبة انا وحيد ومش بطلع من البيت انا مش هقدر اروح لدكتور نفسي بسبب الظروف المادية مش كويسة,['Social|Relationship'],Pseudo-labeling
